16.2,20.2,6,37.9
4.7,9.6,2.6,52.9
10.9,15.6,0.5,37.8
10.1,16.4,13.6,34.4
10.9,15.6,0.4,37.8
41.6,43.6,7.6,39.2
11.2,15.9,0.4,37.8
11.3,16.2,0.5,39.3
10.4,15.3,0.4,39.3
11,15.8,0.5,39.3
11.3,16,0.6,37.8
4.9,9.8,13.5,52.9
10.6,15.3,2.4,39.3
11.5,16.2,0.5,37.8
10.2,16.5,13.3,34.3
30.1,32.7,2.7,39.4
11.6,16.3,0.5,37.8
10.6,15.4,0.7,39.3
10.8,15.5,0.4,37.8
5.2,9.9,11.5,52.9
10.9,15.6,0.5,37.8
9.7,15.9,0.7,34.3
11.1,15.8,0.6,37.8
11.3,16,0.6,37.8
14.7,18.6,4.7,39.3
10.4,15.3,0.3,39.3
16.1,19.9,49.1,37.9
10.8,15.6,0.5,39.3
11.2,16,0.9,39.3
16.3,20.2,4.6,37.9
5.3,10,2.3,52.9
10.1,15.6,14.1,39.2
10.1,16.2,3.5,34.3
14.6,18.5,1.4,39.3
17.3,21.2,4.4,37.9
10.9,15.8,0.6,39.3
11.8,16.8,9.2,39.3
5.3,10,2.7,52.9
16.3,20.2,3.9,37.9
10.4,16.5,0.7,34.3
11.1,16.1,1.9,39.3
14.7,18.6,1.3,39.3
17.3,21.1,3.7,37.9
11.1,15.9,0.5,39.3
10.7,15.5,9.4,39.3
11.1,16.1,0.5,39.3
11.4,16.1,0.6,39.3
5.4,10.1,2.1,52.9
17.4,21.2,1.3,37.9
10.5,16.6,0.9,34.3
11.5,16.3,1.6,39.3
14.9,18.7,2.7,39.3
11.2,16.1,3.5,39.3
19.9,22.9,7.4,38.3
5.6,10.2,5.2,52.9
10.5,15.6,0.4,39.3
10.6,16.7,1,34.3
22.6,25.6,5.3,38.3
15.1,19,2,39.3
10.2,15.2,0.5,39.3
11.4,16.3,3.3,39.3
24.3,28.3,29.9,38.5
10.8,15.7,0.5,39.3
5.7,10.3,5.7,52.9
10.3,15.3,0.5,39.3
11.5,16.3,2.2,39.3
10.8,16.9,1.1,34.3
26,29.9,7.7,38.5
15.3,19.1,2.1,39.3
10.4,15.4,0.5,39.3
25.2,29.1,5.2,38.5
10.6,15.4,0.5,39.3
7.7,13.2,5.1,37.1
10.8,15.6,0.5,39.3
10.6,15.6,0.7,39.3
10.9,15.7,0.4,39.3
26.7,30.1,41.4,38.5
10.9,15.8,1.4,39.3
8.6,13.9,4.3,34.6
11.1,16,0.4,39.3
4.8,9.7,23.7,57.5
11,15.8,0.9,39.3
10.6,15.4,0.4,39.3
11.2,16.1,0.6,39.3
10.8,15.8,0.8,39.3
10.3,15.2,0.4,39.3
4.6,9.5,6.1,55.5
10.5,15.4,0.8,39.3
9.5,15.9,1.1,34.4
10.7,15.5,1.4,39.3
39.2,41.6,30.3,39.2
10.9,15.7,0.5,39.3
11,16,1.3,39.3
11,15.9,0.5,39.3
5.1,9.9,9.8,53.1
11.2,16,1,39.3
9.9,16.3,13.4,34.4
11.3,16.2,0.6,39.3
41,43.1,6.2,39.2
11.2,16,0.8,39.3
10.8,15.5,0.6,39.3
11.5,16.3,3.5,39.3
10.3,15.2,0.4,39.3
4.7,9.6,1.9,52.9
10.2,16.4,13.9,34.4
41.7,43.6,3.9,39.2
10.5,15.3,0.7,39.3
5,9.8,13.5,52.9
9.5,15.7,13.4,34.3
37.1,40.3,15.2,39.4
11.3,16.1,3.4,39.3
10.7,15.5,0.5,39.3
10.8,15.6,0.4,39.3
10.6,15.4,0.4,39.3
5.2,10,2.9,52.9
9.8,15.9,0.8,34.3
14.6,18.5,2.1,39.3
10.8,15.7,1,39.3
5.2,10,2,52.9
10.2,16.3,0.8,34.3
14.6,18.6,0.4,39.3
11,15.8,0.5,39.3
11.5,16.3,3.3,39.3
11,15.7,0.7,39.3
10.8,15.6,0.8,39.3
5.4,10.1,2,52.9
10.4,16.5,0.7,34.3
14.8,18.7,2.8,39.3
11.1,16,2.9,39.3
5.5,10.2,2.2,52.9
15,18.8,2.5,39.3
15,18.9,1.2,39.3
11.3,16.2,2.4,39.3
5.6,10.2,5.8,52.9
11.1,15.9,3.3,39.3
10.7,15.5,0.5,39.3
10.9,15.8,0.5,39.3
10.7,16.8,1.5,34.3
15.2,19,1.8,39.3
10.4,15.2,2.6,39.3
5.7,10.3,5.8,52.9
10.6,15.4,0.5,39.3
10.7,15.5,0.5,39.3
10.9,15.7,0.5,39.3
10.8,15.6,0.4,39.3
11.3,16.1,2.4,39.3
11,15.8,0.5,39.3
11.1,15.9,0.7,39.3
11,15.9,0.4,39.3
10.7,15.5,0.5,39.3
11.2,16.1,0.5,39.3
11.3,16.2,0.7,39.3
10.5,15.3,0.4,39.3
11,15.8,0.5,39.3
10.6,15.5,1.2,39.3
10.8,15.6,0.5,39.3
11,15.8,0.4,39.3
11.1,15.9,0.5,39.3
11.2,16.1,0.5,39.3
11.5,16.3,0.7,39.3
11.3,16.1,0.5,39.3
10.9,15.7,0.5,39.3
11.4,16.3,1,39.3
10.5,15.3,1.7,39.3
11.1,15.9,0.5,39.3
11.3,16.1,1.7,39.3
10.6,15.4,0.6,39.3
11.1,15.8,0.4,39.3
10.6,15.4,0.4,39.3
11.3,16.1,0.6,39.3
11.4,16.3,0.5,39.3
10.8,15.6,0.5,39.3
11.2,16,0.5,39.3
10.8,15.6,0.7,39.3
11.4,16.2,4,39.3
10.5,15.4,0.6,39.3
11,15.7,0.7,39.3
11.3,16,0.5,39.3
11,15.8,0.4,39.3
11.6,16.4,1.4,39.3
10.8,15.6,0.5,39.3
11.1,15.9,0.5,39.3
11.4,16.2,3.2,39.3
11.1,16,0.5,39.3
10.7,15.5,0.4,39.3
10.9,15.7,1.3,39.3
11.3,16.1,2.4,39.3
10.7,15.4,0.4,39.3
10.7,15.5,0.5,39.3
11.3,16.1,0.4,39.3
11.1,15.9,0.5,39.3
11.4,16.2,3.3,39.3
10.8,15.6,0.5,39.3
11.3,16.1,0.4,39.3
10.9,15.7,0.5,39.3
11.3,16.1,3.3,39.3
10.6,15.4,0.5,39.3
11,15.7,0.5,39.3
10.4,15.2,0.5,39.3
11.1,15.8,0.7,39.3
11.4,16.2,3.4,39.3
10.8,15.5,0.4,39.3
11.1,15.9,0.5,39.3
10.6,15.4,9,39.3
11.2,16,3.3,39.3
10.9,15.7,0.8,39.3
10.6,15.4,0.6,39.3
11.3,16,1.3,39.3
10.8,15.6,0.5,39.3
11.4,16.2,0.6,39.3
10.7,15.5,0.4,39.3
11.1,15.9,0.4,39.3
15.6,16.3,11.6,39.3
11,15.8,0.5,39.3
10.6,15.4,0.3,39.3
10.9,15.7,0.5,39.3
